CollisionID,ClaimAmount,ClaimDateTime
69753,4605.79,2013-12-11 19:13
43969,1646.28,2013-12-16 3:26
155276,743.67,2013-12-08 2:44
155267,549.4,2013-12-06 14:16
112945,6952.43,2013-12-19 3:47
303747,1446.29,2013-12-16 10:28
283859,6754.52,2013-12-10 7:24
69716,1877.07,2013-12-06 10:05
267601,1312.74,2013-12-17 13:37
253858,6621.38,2013-12-30 20:11
159509,3340.38,2013-12-14 16:49
292357,3391.02,2013-12-18 10:47
3065930,9222.09,2013-12-05 11:19
51509,3605.27,2013-12-30 11:03
16217,1323.07,2013-12-18 16:14
4686,5001.73,2013-12-21 10:00
169909,9281.53,2013-12-31 3:29
106399,5933.29,2013-12-28 16:44
2965554,6470.41,2013-12-22 1:48
323823,7421.68,2013-12-06 5:33
51407,2252.11,2013-12-19 6:05
155380,9107.84,2013-12-23 6:54
84601,9462.47,2013-12-21 4:10
151667,8814.01,2013-12-11 4:08
11834,3049.79,2013-12-18 4:33
263411,9907.54,2013-12-10 4:05
91678,9653.97,2013-12-28 17:23
3123028,8818.23,2013-12-16 8:19
69800,9758.63,2013-12-29 19:48
31385,5161.56,2013-12-26 5:14
169730,2917.68,2013-12-17 16:20
51227,6903.61,2013-12-06 6:34
102310,9160.01,2013-12-13 7:39
120784,9189.94,2013-12-27 6:12
102307,2894.11,2013-12-11 18:19
20959,2871.23,2013-12-26 5:14
300359,7768.18,2013-12-11 5:32
51204,7484.09,2013-12-06 0:47
278402,3874.27,2013-12-13 11:20
129275,3089.69,2013-12-30 10:20
197452,2094.11,2013-12-09 12:41
169792,7384.05,2013-12-22 16:47
125182,3267.18,2013-12-31 22:53
125113,975.41,2013-12-22 9:33
2976622,3516.93,2013-12-28 10:02
2849291,6933.38,2013-12-17 11:31
184238,3465.71,2013-12-14 4:12
44036,6396.33,2013-12-20 23:12
244565,2900.43,2013-12-17 11:31
3034563,4516.89,2013-12-25 1:50
55060,5369.46,2013-12-30 12:34
290029,3602.1,2013-12-16 13:22
36960,3330.71,2013-12-13 15:35
134401,2968.92,2013-12-30 12:26
3107387,6432.67,2013-12-18 6:02
232512,9355.68,2013-12-27 10:42
67872,2049.8,2013-12-08 8:35
232528,8250.27,2013-12-30 9:32
253754,6190.01,2013-12-23 9:52
91581,7478.16,2013-12-13 18:47
2913908,5437.41,2013-12-30 8:26
91567,1526.35,2013-12-11 12:09
134194,8498.9,2013-12-09 7:37
232344,5321.14,2013-12-07 0:46
144050,4773.61,2013-12-07 11:16
169751,3387.87,2013-12-19 5:48
151820,7191.17,2013-12-28 15:36
292379,1345.15,2013-12-19 10:43
2992429,6348.2,2013-12-11 1:05
169841,4232.79,2013-12-27 11:15
218650,9756.43,2013-12-28 1:05
75699,4692.27,2013-12-13 9:38
25612,964.79,2013-12-27 0:33
3056853,7615.54,2013-12-15 21:58
197460,3731.67,2013-12-10 13:33
20989,6146.23,2013-12-31 4:20
191104,7699.07,2013-12-19 13:49
72280,2381.82,2013-12-26 12:50
2944161,9711.98,2013-12-19 10:07
4638,8782.82,2013-12-18 1:36
13632,4151.76,2013-12-08 18:26
258839,2086.81,2013-12-24 12:56
31410,6529.14,2013-12-29 4:52
67948,6063.81,2013-12-27 12:50
258812,9994.88,2013-12-22 17:06
292472,578.68,2013-12-28 12:35
43823,5493.38,2013-12-07 6:57
237825,9998.41,2013-12-17 3:25
125162,8110.16,2013-12-29 8:11
3003995,4630.47,2013-12-30 23:56
112890,5262.33,2013-12-11 17:21
226615,927.47,2013-12-07 12:19
84489,7850.45,2013-12-06 18:46
13633,2442.81,2013-12-09 2:37
244481,3689.57,2013-12-11 10:42
253763,6606.28,2013-12-23 3:39
292351,8798.52,2013-12-18 7:18
2946641,4504.99,2013-12-20 8:06
182253,5020.03,2013-12-21 7:59
283961,4457.76,2013-12-22 8:57
182290,3980.86,2013-12-31 14:12
36933,8057.64,2013-12-11 5:44
72222,5489.21,2013-12-15 7:08
11847,2891.23,2013-12-20 5:27
290092,1443.01,2013-12-25 17:36
106233,1762.44,2013-12-05 8:44
59349,8258.98,2013-12-05 19:09
61863,6444.59,2013-12-22 12:59
226675,4761.23,2013-12-11 4:32
11842,5924.88,2013-12-19 16:19
134246,2389.65,2013-12-13 8:57
4551,1968.24,2013-12-06 3:36
244523,8771.4,2013-12-14 8:49
237872,9456.61,2013-12-21 15:20
3046131,6397.52,2013-12-12 7:56
99214,6752.01,2013-12-24 23:31
253643,9787.4,2013-12-17 13:12
200671,821.56,2013-12-18 3:43
144205,1981.52,2013-12-30 17:29
2849276,2194.1,2013-12-07 0:09
237928,5840.83,2013-12-29 13:17
25533,7892.8,2013-12-15 5:19
147087,2371.03,2013-12-20 12:17
75679,6009.85,2013-12-08 10:15
9026,642.25,2013-12-30 13:24
2927745,1038.6,2013-12-20 7:14
2992436,4422.25,2013-12-19 14:25
244471,9089.81,2013-12-10 16:38
43923,8657.1,2013-12-12 19:47
2873451,6844.08,2013-12-19 20:16
59389,1671.1,2013-12-18 9:36
2976620,9541.85,2013-12-27 11:44
54992,3941.42,2013-12-13 13:01
88045,3278.05,2013-12-05 20:38
144198,5467.16,2013-12-28 8:41
244548,1742.55,2013-12-15 15:42
162976,8522.92,2013-12-20 13:20
120626,1372.12,2013-12-09 15:45
267584,7330.97,2013-12-21 17:57
212466,3336.99,2013-12-14 20:40
290115,1470.69,2013-12-28 11:53
125112,2395.75,2013-12-22 2:38
208024,2055.09,2013-12-18 6:54
283821,6210.37,2013-12-06 12:49
162934,5934.06,2013-12-12 10:18
2976609,7772.88,2013-12-17 9:55
197441,7794.32,2013-12-06 20:34
3080466,5927.61,2013-12-08 12:05
232470,3370.74,2013-12-23 9:01
140180,3030.25,2013-12-31 17:59
232435,5555.23,2013-12-18 12:50
292326,8060.35,2013-12-15 9:48
51496,9757.48,2013-12-29 12:01
2938063,4630.23,2013-12-17 6:53
72246,6107.18,2013-12-19 7:53
172301,2085.2,2013-12-16 14:54
193546,4487.62,2013-12-11 6:34
91564,8555.84,2013-12-11 8:01
64804,7208.91,2013-12-24 19:08
144197,8814.48,2013-12-27 23:49
2913902,1333.72,2013-12-28 15:07
102347,2968.93,2013-12-19 12:21
169726,2364.46,2013-12-17 17:54
175333,6556.01,2013-12-14 11:04
31167,3350.8,2013-12-06 9:45
193625,3165.51,2013-12-31 12:03
267471,9646.76,2013-12-12 4:20
102379,1822.28,2013-12-31 12:08
162979,3186.66,2013-12-20 7:19
109113,8229.58,2013-12-11 11:45
263408,7016.94,2013-12-10 5:31
84686,7647.14,2013-12-31 10:14
226730,2514.53,2013-12-14 17:57
278330,3024.43,2013-12-07 1:35
8966,4842.52,2013-12-14 19:33
203457,6294.46,2013-12-14 13:26
237952,6348.03,2013-12-31 7:32
278588,5899.78,2013-12-28 15:52
67930,5940.39,2013-12-24 5:16
2938071,9642,2013-12-24 18:42
151709,1684.2,2013-12-14 5:40
267501,3397.43,2013-12-15 11:53
151854,6092.52,2013-12-26 14:10
258694,7538.17,2013-12-06 13:10
120575,7460.7,2013-12-05 7:14
4642,6334.32,2013-12-18 7:12
178944,586.25,2013-12-23 16:16
303809,8761.34,2013-12-26 9:26
147032,4711.45,2013-12-08 11:57
69746,1163.73,2013-12-14 11:08
267585,9430.92,2013-12-23 1:23
125120,7605.52,2013-12-23 9:49
184273,9989.4,2013-12-26 4:55
232517,1278.12,2013-12-29 14:44
25617,7502.06,2013-12-28 16:21
169611,7724.14,2013-12-09 2:44
99130,4022.03,2013-12-13 14:03
106246,8646.2,2013-12-06 15:48
162963,3103.5,2013-12-18 13:08
113042,5381.13,2013-12-31 22:46
124996,4417.01,2013-12-07 4:22
66111,1229.99,2013-12-07 15:07
51484,1928.99,2013-12-27 21:42
162943,7683.1,2013-12-14 0:45
226853,864.69,2013-12-22 6:32
226723,2834.61,2013-12-14 12:05
51270,9807.83,2013-12-07 19:47
129269,2021.43,2013-12-29 6:28
31187,7566.89,2013-12-07 14:59
208006,9677.85,2013-12-16 12:32
2998231,5845.81,2013-12-09 13:02
147066,6557.3,2013-12-16 11:14
283984,6548.94,2013-12-24 9:40
218540,8809.76,2013-12-17 13:23
99188,1461.73,2013-12-21 11:57
271895,8995.94,2013-12-23 13:57
226609,4506.64,2013-12-07 7:50
162964,9376.7,2013-12-18 13:30
88094,8802.08,2013-12-14 16:02
226769,4820.07,2013-12-18 9:39
278394,5931.05,2013-12-13 1:44
2938070,878.43,2013-12-20 11:02
84552,6677.94,2013-12-14 13:39
51367,9690.6,2013-12-16 10:38
144153,8813.93,2013-12-21 11:38
120685,6114.98,2013-12-17 2:16
144105,4769.31,2013-12-14 20:28
300564,4631.63,2013-12-29 12:08
2965559,1653.28,2013-12-24 14:43
290004,9223.85,2013-12-16 7:53
4661,9337.07,2013-12-19 11:39
36899,6577.46,2013-12-08 12:47
134325,9550.78,2013-12-21 9:47
84635,1075.16,2013-12-19 4:36
232386,791.2,2013-12-14 10:05
3034512,3095.68,2013-12-09 4:49
91544,2381.59,2013-12-06 17:50
263445,541.02,2013-12-14 16:38
120717,8862.97,2013-12-18 11:55
134232,5097.51,2013-12-12 6:20
2988529,9230.99,2013-12-05 22:53
163019,8037.8,2013-12-29 13:21
2913846,3575.7,2013-12-06 1:25
59357,5314.23,2013-12-09 10:07
244460,8237.1,2013-12-09 14:30
120638,3105.76,2013-12-10 14:58
187185,5145.15,2013-12-06 2:17
120671,3847.98,2013-12-14 9:41
106297,5723.02,2013-12-13 12:29
244521,9544.36,2013-12-14 8:19
169651,2998.73,2013-12-12 7:23
13655,1268.3,2013-12-15 11:42
212396,2025.64,2013-12-06 8:52
237752,4995.34,2013-12-09 3:20
151655,9816.06,2013-12-09 11:02
72272,6350.21,2013-12-24 18:18
113036,4049.8,2013-12-31 10:41
13691,5830.36,2013-12-29 8:54
134381,2219.53,2013-12-27 10:04
155287,1642.82,2013-12-09 16:18
200626,9313.02,2013-12-10 4:13
258778,1560.21,2013-12-17 8:13
31350,7164.88,2013-12-23 6:10
300471,1122.27,2013-12-19 12:25
253470,4201.89,2013-12-07 16:05
187260,893.4,2013-12-18 9:54
115903,6229.06,2013-12-16 13:25
112941,742.87,2013-12-18 17:40
129102,7258.83,2013-12-06 16:31
253789,2364.14,2013-12-25 9:46
218491,6946.31,2013-12-14 2:07
2913906,1788.44,2013-12-29 9:34
51395,4681.85,2013-12-18 9:35
8985,8461.69,2013-12-20 12:45
292391,3575.17,2013-12-20 21:40
175321,3928.17,2013-12-10 3:47
125104,2876.36,2013-12-21 13:08
226685,6619.03,2013-12-12 6:34
267611,1403.85,2013-12-27 5:22
31328,2145.17,2013-12-19 18:04
64802,7963.61,2013-12-22 14:24
178862,6923.17,2013-12-09 7:47
125144,6399.96,2013-12-24 21:46
197534,2957.7,2013-12-19 8:49
187243,8358,2013-12-17 13:26
44174,2137.95,2013-12-30 9:47
184218,5654.34,2013-12-06 6:14
51252,2306.99,2013-12-08 13:24
278507,7269.48,2013-12-20 13:10
4694,4554.46,2013-12-22 11:35
3123029,8227.77,2013-12-17 4:01
237905,9419.81,2013-12-24 10:20
115888,7333.92,2013-12-14 13:25
75790,2313.48,2013-12-26 10:21
267606,2630.89,2013-12-26 15:00
99219,6168.1,2013-12-27 12:11
263518,8879.14,2013-12-24 8:33
303804,6995.23,2013-12-24 14:38
182198,6608.72,2013-12-12 3:09
37073,5157.49,2013-12-27 8:48
51222,8480.82,2013-12-06 5:28
159465,5824.87,2013-12-07 15:35
237902,1058.11,2013-12-25 14:14
207921,5862.65,2013-12-06 10:38
61800,804.24,2013-12-11 5:19
187253,582.81,2013-12-17 15:06
278445,5873.96,2013-12-16 10:27
44151,1147.18,2013-12-29 16:28
226734,7431.11,2013-12-15 2:06
303722,3351.53,2013-12-12 6:05
134385,4174.12,2013-12-27 20:57
113028,3424.92,2013-12-30 14:50
115942,6383.29,2013-12-13 5:50
31175,3672.65,2013-12-06 22:32
258775,8519.3,2013-12-17 13:17
267467,5211.16,2013-12-11 14:43
55046,1070.77,2013-12-23 19:12
303684,6335.97,2013-12-06 4:28
271916,8347.6,2013-12-27 6:38
2965535,7504.64,2013-12-07 20:09
151831,7027.89,2013-12-31 2:57
182178,4809.57,2013-12-08 0:21
125103,1711.41,2013-12-20 12:15
3123055,898.98,2013-12-30 1:57
67894,3715.16,2013-12-15 10:12
125095,1560.75,2013-12-19 13:37
226619,996.96,2013-12-08 8:55
300456,7687.07,2013-12-18 5:07
253571,3182.94,2013-12-12 19:42
4615,8126.62,2013-12-15 10:25
31170,8608.5,2013-12-06 8:12
2938068,3075.68,2013-12-21 12:06
3090526,4264.53,2013-12-26 12:20
20852,9191.82,2013-12-13 4:50
2957908,3842.58,2013-12-14 3:41
292421,8533.58,2013-12-23 2:57
144030,9271.79,2013-12-05 8:12
283920,7266.98,2013-12-17 10:31
84648,1747.73,2013-12-27 1:47
155304,2418.4,2013-12-12 13:54
3080488,7885.73,2013-12-13 15:50
187215,5661.91,2013-12-10 13:32
112860,6575.28,2013-12-06 12:45
120733,9176.82,2013-12-20 4:46
263394,647.41,2013-12-09 2:27
2834151,4728.77,2013-12-13 23:50
253790,4134.26,2013-12-24 15:04
51341,1372.52,2013-12-14 11:06
218388,1733.64,2013-12-06 4:33
278517,5861.94,2013-12-21 6:44
290010,6015.31,2013-12-17 7:23
3065967,6310.42,2013-12-22 16:36
25492,8599.23,2013-12-10 8:54
31366,9666.83,2013-12-23 23:19
51248,6476.69,2013-12-08 9:51
2873445,4298.09,2013-12-13 19:24
16175,1992.38,2013-12-07 23:57
193606,3303.92,2013-12-27 4:56
267622,9864.8,2013-12-29 13:39
37006,8974.82,2013-12-18 14:45
232449,1913.46,2013-12-20 5:29
2879704,9351.68,2013-12-17 7:02
88087,7408.48,2013-12-14 9:34
43859,4179.41,2013-12-09 4:35
106387,6134.65,2013-12-27 2:06
94474,8598.09,2013-12-23 13:38
78374,1513.32,2013-12-21 19:40
67933,7425.12,2013-12-24 12:22
226592,8535.42,2013-12-06 11:23
151811,5516.54,2013-12-27 16:55
3090493,4885.79,2013-12-09 12:15
284008,3818.09,2013-12-28 9:29
120762,4233.13,2013-12-23 7:37
51342,6821.61,2013-12-14 13:06
212392,3263.41,2013-12-06 3:48
43878,6126.33,2013-12-09 15:47
218557,1706.06,2013-12-18 9:58
3046116,9446.13,2013-12-12 4:54
3018032,8649.62,2013-12-10 7:53
94421,7066,2013-12-13 11:57
115894,2905.2,2013-12-15 13:37
244613,1775.33,2013-12-20 6:20
226709,565.55,2013-12-13 16:36
125028,2669.79,2013-12-11 13:52
20961,3024.5,2013-12-26 13:53
300385,1672.61,2013-12-12 4:52
2985440,9069,2013-12-29 3:13
300466,9687.95,2013-12-19 4:04
178950,2360.74,2013-12-24 12:54
182220,9014.68,2013-12-16 10:08
31246,6777.59,2013-12-13 5:19
226808,8850.18,2013-12-20 8:03
197538,4843.33,2013-12-19 9:46
155273,7483.24,2013-12-07 7:15
292464,7815.38,2013-12-27 8:28
120639,3264.89,2013-12-10 14:27
253587,3112.89,2013-12-14 6:24
2841008,3022.57,2013-12-07 10:54
292302,4804.74,2013-12-13 14:20
169713,1502.34,2013-12-17 4:49
140010,4719.73,2013-12-12 3:53
57298,4578.27,2013-12-27 3:24
51468,4941.15,2013-12-26 7:34
102295,4777.57,2013-12-09 4:48
278502,972.5,2013-12-19 14:56
13687,873.4,2013-12-26 8:46
290087,5544.77,2013-12-24 17:51
267495,5151.53,2013-12-14 12:25
193621,7300.58,2013-12-30 4:25
88100,919.17,2013-12-16 4:06
292308,5984.7,2013-12-13 12:29
2944173,1330.05,2013-12-30 8:21
253451,3273.16,2013-12-06 18:08
193622,5658.87,2013-12-30 15:36
193612,9415.64,2013-12-28 12:00
129180,9374.84,2013-12-16 8:33
253534,5475.89,2013-12-11 6:32
2873456,1018.07,2013-12-26 9:11
4571,988.07,2013-12-10 19:11
88065,6095.08,2013-12-10 3:42
253613,8022.1,2013-12-16 11:46
125122,6009.53,2013-12-23 6:42
278525,6467.09,2013-12-22 1:38
134224,3591,2013-12-11 9:35
2853705,1826.44,2013-12-30 11:59
271887,5381.3,2013-12-22 12:41
11785,6764.61,2013-12-07 5:03
292415,7438.99,2013-12-22 10:48
258755,7246.47,2013-12-14 14:49
106382,7781.78,2013-12-24 14:57
125149,9273.37,2013-12-26 6:21
75706,6196.37,2013-12-14 10:38
292490,6905.96,2013-12-26 17:27
232334,3718.55,2013-12-07 13:05
3046148,5969.31,2013-12-20 6:12
106254,2867.41,2013-12-09 21:18
3018049,4595.64,2013-12-15 13:53
258706,991.91,2013-12-08 13:14
202026,3762.27,2013-12-08 6:56
69749,7075.7,2013-12-14 11:34
300467,2334.9,2013-12-18 10:50
57246,6534.05,2013-12-11 13:07
2940913,4713.03,2013-12-25 21:30
267515,7294.97,2013-12-17 5:54
112908,6183.4,2013-12-14 18:38
3125288,928.59,2013-12-14 16:02
278605,3622.55,2013-12-30 6:17
2849303,9641.01,2013-12-19 15:30
253511,3343.43,2013-12-09 17:56
2957906,2580.74,2013-12-14 9:31
169689,4756.8,2013-12-13 23:52
253450,1088.64,2013-12-06 12:01
200640,6404.51,2013-12-12 20:08
300509,2757.68,2013-12-20 14:41
16232,7395.95,2013-12-25 19:01
20816,3425.1,2013-12-10 3:13
120597,8314.83,2013-12-06 9:26
253762,2597.92,2013-12-23 9:47
2998230,9015.77,2013-12-09 13:15
2965548,5906.06,2013-12-16 9:40
208008,4363.43,2013-12-17 8:18
99174,8982.33,2013-12-13 7:00
159511,4821.95,2013-12-15 8:32
191131,5706.42,2013-12-24 5:42
125139,5045.36,2013-12-24 15:01
290036,5179.28,2013-12-16 6:19
106327,8625.03,2013-12-17 4:54
263549,604.16,2013-12-28 4:50
155372,8378.89,2013-12-22 8:05
75789,6407.78,2013-12-27 8:09
43834,679.98,2013-12-07 16:37
2927759,2721.93,2013-12-30 9:21
300376,523.05,2013-12-11 21:10
129243,1538.4,2013-12-24 8:29
140153,1395.32,2013-12-29 8:50
292372,8879.28,2013-12-19 14:09
144151,8987.57,2013-12-21 5:07
292401,5621.65,2013-12-21 10:47
300532,3526.55,2013-12-24 15:55
102289,8629.9,2013-12-07 0:25
13642,8655.36,2013-12-11 10:55
232444,4309.45,2013-12-19 11:46
263416,1025.07,2013-12-11 11:56
258863,8045.87,2013-12-29 13:57
67940,9075.56,2013-12-27 9:42
20804,7170.83,2013-12-07 14:35
244621,3856.01,2013-12-20 19:39
303682,536.24,2013-12-05 22:56
106379,4521.58,2013-12-24 6:32
20846,1700.16,2013-12-12 13:46
169665,5717.49,2013-12-13 9:55
51224,7900.3,2013-12-07 4:19
212455,6281.63,2013-12-13 3:10
16168,1926.68,2013-12-06 17:19
191147,6668.67,2013-12-09 17:01
51503,6883.68,2013-12-30 6:13
4547,2086.86,2013-12-06 12:22
20952,2572.98,2013-12-23 19:28
218532,5016.67,2013-12-16 11:53
115870,3083.97,2013-12-09 14:21
78328,9181.23,2013-12-22 14:52
271842,9593.49,2013-12-17 14:33
178939,6748.85,2013-12-22 9:54
226784,8024.14,2013-12-12 16:50
253455,3484.54,2013-12-06 14:10
197455,5392.99,2013-12-09 14:21
300418,4827.07,2013-12-14 15:31
197427,1260.35,2013-12-05 6:24
113009,3759.2,2013-12-27 13:57
94380,1330.41,2013-12-05 10:07
88173,3787.06,2013-12-31 18:14
3123044,6540.43,2013-12-23 5:44
99162,9991.8,2013-12-17 15:54
120659,9948.93,2013-12-12 19:56
2913855,8422.05,2013-12-08 5:42
263556,6745.31,2013-12-28 6:07
187275,3934.7,2013-12-20 15:31
200675,5331.35,2013-12-18 11:57
88119,3596.78,2013-12-13 10:37
3097515,2660.72,2013-12-15 12:52
67864,5422.4,2013-12-06 10:52
125020,5307.79,2013-12-09 5:19
84539,3352.88,2013-12-13 12:58
267535,2296.89,2013-12-18 13:35
278446,2818.47,2013-12-10 12:03
59374,1941.57,2013-12-15 5:29
31412,715.47,2013-12-29 7:29
125180,9265.88,2013-12-31 13:04
31428,7784.86,2013-12-31 8:13
31282,3783.22,2013-12-16 6:01
2873446,3386.35,2013-12-13 20:00
106263,6383.16,2013-12-10 4:47
43826,5920.42,2013-12-06 12:44
2944156,5605.52,2013-12-13 2:08
244510,914.34,2013-12-13 16:46
159574,5932.79,2013-12-23 12:31
303773,8241.04,2013-12-19 9:27
237910,1630.85,2013-12-26 9:07
3123022,4186.45,2013-12-12 21:44
94441,765.44,2013-12-17 2:29
125140,8948.43,2013-12-24 3:44
20784,3302.85,2013-12-06 7:20
303725,4612.7,2013-12-12 3:25
197467,7135.8,2013-12-08 23:20
69801,2482.59,2013-12-31 2:49
134383,7654.91,2013-12-27 6:47
263497,1949.46,2013-12-21 9:55
2919296,3668.54,2013-12-28 18:38
31378,8575.18,2013-12-25 5:15
258713,7645.35,2013-12-09 8:18
25526,7154.74,2013-12-14 14:52
283851,5993.08,2013-12-09 9:31
20970,6350.45,2013-12-27 8:21
43810,9833.63,2013-12-06 2:24
99198,2310.91,2013-12-11 14:15
25630,4922.87,2013-12-24 16:06
300337,8981.44,2013-12-10 5:56
99154,1566.38,2013-12-17 9:25
20835,7025.49,2013-12-11 14:24
202079,8120.77,2013-12-31 21:28
51381,1428.96,2013-12-17 8:22
144123,7670.27,2013-12-17 13:44
2919297,1703.4,2013-12-28 20:13
244556,9666,2013-12-16 11:59
59410,913.99,2013-12-25 9:29
226690,9361.44,2013-12-12 8:15
144078,2614.43,2013-12-11 6:25
147098,4076.5,2013-12-22 17:47
2992440,3771.39,2013-12-23 12:27
169765,5340.06,2013-12-20 6:12
106343,2422.04,2013-12-19 11:50
218605,1187.45,2013-12-22 7:27
253530,6247.02,2013-12-10 13:27
99168,7844.93,2013-12-17 19:47
3097503,7874.52,2013-12-06 1:51
159577,8997.54,2013-12-23 10:29
172287,1049.1,2013-12-09 13:38
129197,9128.09,2013-12-18 12:47
292470,5428.66,2013-12-28 6:54
175299,798.18,2013-12-06 13:28
244514,7656.32,2013-12-13 18:16
278464,3370.53,2013-12-17 14:18
218617,1752.54,2013-12-23 15:11
120687,6278.52,2013-12-16 10:18
3056870,1296.11,2013-12-24 12:54
159503,5086.47,2013-12-14 6:50
244587,7018.28,2013-12-18 4:22
191025,890.12,2013-12-06 19:21
289906,4957.7,2013-12-04 19:57
232518,4837.7,2013-12-29 15:31
51471,2965.47,2013-12-26 11:19
169824,826.65,2013-12-24 16:58
253482,4679.63,2013-12-07 19:44
102301,4453.73,2013-12-11 5:50
88039,2521.13,2013-12-05 8:55
283895,2548.32,2013-12-14 8:29
218621,3462.41,2013-12-23 17:53
51317,4184.55,2013-12-13 5:33
125146,4089.31,2013-12-25 7:09
144051,4730.76,2013-12-07 18:28
129250,2690.46,2013-12-26 8:43
232416,8132.08,2013-12-15 13:27
125099,3764.68,2013-12-20 13:30
69741,8446.26,2013-12-13 9:11
271786,8607.91,2013-12-10 11:19
212419,3155.08,2013-12-10 17:56
3023919,2891.36,2013-12-15 17:15
80419,9983.75,2013-12-08 4:05
278452,561.8,2013-12-16 14:19
4635,5586.68,2013-12-17 12:11
61872,7005.7,2013-12-23 3:21
43839,4286.06,2013-12-07 20:20
232538,6538.6,2013-12-30 19:37
54970,5610.06,2013-12-10 18:31
290003,9394.55,2013-12-16 4:57
226665,3238.04,2013-12-11 11:57
80452,2854.92,2013-12-18 4:23
278549,9344.46,2013-12-23 14:39
4715,9421.15,2013-12-27 12:50
112999,5091.08,2013-12-26 7:33
218467,3924.71,2013-12-12 11:38
3108066,920.33,2013-12-19 6:43
271810,1818.34,2013-12-14 1:24
271830,2657.02,2013-12-16 16:57
3046156,2984.12,2013-12-23 8:53
151720,8771.2,2013-12-16 11:25
125050,1818.03,2013-12-15 14:49
289959,2883.88,2013-12-10 4:23
237775,7390.2,2013-12-11 23:23
88080,3534.9,2013-12-13 7:47
4575,6181.89,2013-12-11 8:29
11817,2362.56,2013-12-13 21:08
75803,8071.04,2013-12-31 8:24
84537,1088.85,2013-12-12 12:29
51313,1171.31,2013-12-12 9:22
290053,5689.41,2013-12-21 6:10
232324,7607.33,2013-12-06 14:59
175394,8408.39,2013-12-24 6:50
2849289,5893.92,2013-12-13 7:14
2938077,1593.86,2013-12-17 13:02
253477,5943.53,2013-12-08 10:20
67866,3746.6,2013-12-07 4:42
151715,5468.94,2013-12-16 10:12
178841,3005.75,2013-12-05 6:31
4616,947.66,2013-12-16 8:50
271848,2727,2013-12-18 11:17
253421,8361.31,2013-12-05 9:46
112946,8948.15,2013-12-19 5:00
159561,4884.38,2013-12-21 13:43
3080538,9154.36,2013-12-30 13:09
267511,4431.77,2013-12-16 7:00
78261,9451.56,2013-12-11 6:56
94455,7131.68,2013-12-20 3:11
232336,6261.65,2013-12-07 6:14
2968426,501.1,2013-12-14 18:45
159569,5235.23,2013-12-22 18:31
218552,3061.28,2013-12-17 15:07
151696,2166.09,2013-12-14 10:01
109185,4985.85,2013-12-29 16:33
2965564,3371.89,2013-12-30 1:00
102362,8777.69,2013-12-26 11:50
91602,5026.22,2013-12-17 9:28
99115,2975.55,2013-12-12 12:38
258783,9364.04,2013-12-18 5:06
3023937,4273.88,2013-12-25 7:29
169757,3578.4,2013-12-19 5:40
25481,3896.86,2013-12-08 16:43
102370,5681.88,2013-12-29 8:52
191049,990.35,2013-12-10 20:14
3004013,1990.64,2013-12-31 11:53
129154,5422.27,2013-12-13 10:35
31454,2111.12,2013-12-29 18:31
3023931,7901.94,2013-12-20 21:49
191029,4238.93,2013-12-06 17:53
232314,9299.91,2013-12-05 10:26
300294,6849.75,2013-12-05 13:01
80483,681.2,2013-12-27 8:02
78353,4582.27,2013-12-31 15:33
303687,3071.9,2013-12-06 14:27
151704,3575.04,2013-12-14 12:16
258794,8630.19,2013-12-20 16:21
25582,9533.31,2013-12-21 21:57
212483,5591.21,2013-12-17 12:17
175312,4414.62,2013-12-10 2:07
169813,6349.89,2013-12-21 17:05
144055,7881.69,2013-12-08 8:02
144146,9811.52,2013-12-20 9:20
88133,5106.44,2013-12-21 2:53
226656,5146.57,2013-12-11 2:24
162928,5329.71,2013-12-11 15:15
253698,8271.5,2013-12-20 9:29
283985,3787.33,2013-12-24 10:33
267553,869.18,2013-12-19 21:51
3080532,7049.49,2013-12-27 14:45
151843,4813.4,2013-12-31 4:59
3003991,1302.1,2013-12-26 12:50
3090519,3526.69,2013-12-21 23:19
292396,4421.64,2013-12-21 10:56
109110,7251.62,2013-12-11 4:09
258880,3723.38,2013-12-31 11:33
244499,3479.53,2013-12-13 6:25
11875,1528.67,2013-12-28 12:39
20834,2195.49,2013-12-11 12:54
2874842,1818.1,2013-12-15 15:53
237933,1458.45,2013-12-30 10:13
3102544,853.91,2013-12-09 8:33
94439,1431.61,2013-12-16 14:41
303715,2465.4,2013-12-10 5:34
218525,8121.6,2013-12-16 9:29
283858,3882.22,2013-12-10 2:57
72234,9340.27,2013-12-16 13:20
193626,4846.08,2013-12-31 12:27
3080507,624.56,2013-12-20 11:20
162902,1657.63,2013-12-07 21:50
57307,9124.57,2013-12-28 13:16
193557,6232.93,2013-12-13 23:27
263460,2267.24,2013-12-16 13:25
237889,7321.69,2013-12-22 18:47
147048,5508.12,2013-12-13 2:15
2983862,8006.29,2013-12-31 17:53
51365,8810.27,2013-12-16 12:37
112895,6360.2,2013-12-12 4:26
129187,9174.39,2013-12-18 3:14
271902,4848.09,2013-12-23 19:27
120574,4070.12,2013-12-05 6:35
283991,5864.42,2013-12-25 10:48
289971,7559,2013-12-11 15:26
44117,7654.25,2013-12-27 13:37
3000142,2675.11,2013-12-11 8:33
61885,1413.25,2013-12-28 14:43
267590,7958.88,2013-12-23 8:45
2976614,7249.76,2013-12-20 1:41
3018050,1904.42,2013-12-19 7:59
187224,3484.58,2013-12-12 19:46
